time_ms,site,sensor,value,unit,temp_C,hum_pct,press_hPa
238859,1,MQ135_CO2,401.093,ppm,19.01,55.60,1018.58
238855,1,BME_TEMP,19.010,C,19.01,55.60,1018.58
238855,1,BME_HUM,55.599,%,19.01,55.60,1018.58
238855,1,BME_PRESS,1018.583,hPa,19.01,55.60,1018.58
241198,1,MQ4_CH4,0.347,ppm,19.00,55.55,1018.55
241198,1,MQ136_H2S,0.551,ppm,19.00,55.55,1018.55
241198,1,MQ8_H2,4.097,ppm,19.00,55.55,1018.55
241198,1,MQ135_CO2,400.993,ppm,19.00,55.55,1018.55
241192,1,BME_TEMP,19.000,C,19.00,55.55,1018.55
241192,1,BME_HUM,55.555,%,19.00,55.55,1018.55
241192,1,BME_PRESS,1018.552,hPa,19.00,55.55,1018.55
243535,1,MQ4_CH4,0.314,ppm,19.00,55.54,1018.59
243535,1,MQ136_H2S,0.556,ppm,19.00,55.54,1018.59
243535,1,MQ8_H2,3.690,ppm,19.00,55.54,1018.59
243535,1,MQ135_CO2,401.105,ppm,19.00,55.54,1018.59
243530,1,BME_TEMP,19.000,C,19.00,55.54,1018.59
243530,1,BME_HUM,55.544,%,19.00,55.54,1018.59
243530,1,BME_PRESS,1018.586,hPa,19.00,55.54,1018.59
245873,1,MQ4_CH4,0.284,ppm,19.00,55.58,1018.57
245873,1,MQ136_H2S,0.555,ppm,19.00,55.58,1018.57
245873,1,MQ8_H2,3.323,ppm,19.00,55.58,1018.57
245873,1,MQ135_CO2,401.126,ppm,19.00,55.58,1018.57
245868,1,BME_TEMP,19.000,C,19.00,55.58,1018.57
245868,1,BME_HUM,55.576,%,19.00,55.58,1018.57
245868,1,BME_PRESS,1018.567,hPa,19.00,55.58,1018.57
248211,1,MQ4_CH4,0.257,ppm,18.99,55.80,1018.58
248211,1,MQ136_H2S,0.566,ppm,18.99,55.80,1018.58
248211,1,MQ8_H2,2.993,ppm,18.99,55.80,1018.58
248211,1,MQ135_CO2,401.427,ppm,18.99,55.80,1018.58
248206,1,BME_TEMP,18.990,C,18.99,55.80,1018.58
248206,1,BME_HUM,55.798,%,18.99,55.80,1018.58
248206,1,BME_PRESS,1018.582,hPa,18.99,55.80,1018.58
250549,1,MQ4_CH4,0.232,ppm,18.99,55.85,1018.58
250549,1,MQ136_H2S,0.554,ppm,18.99,55.85,1018.58
250549,1,MQ8_H2,2.696,ppm,18.99,55.85,1018.58
250549,1,MQ135_CO2,401.365,ppm,18.99,55.85,1018.58
250545,1,BME_TEMP,18.990,C,18.99,55.85,1018.58
250545,1,BME_HUM,55.853,%,18.99,55.85,1018.58
250545,1,BME_PRESS,1018.578,hPa,18.99,55.85,1018.58
252887,1,MQ4_CH4,0.210,ppm,18.98,55.75,1018.58
252887,1,MQ136_H2S,0.556,ppm,18.98,55.75,1018.58
252887,1,MQ8_H2,2.429,ppm,18.98,55.75,1018.58
252887,1,MQ135_CO2,401.398,ppm,18.98,55.75,1018.58
252882,1,BME_TEMP,18.980,C,18.98,55.75,1018.58
252882,1,BME_HUM,55.753,%,18.98,55.75,1018.58
252882,1,BME_PRESS,1018.575,hPa,18.98,55.75,1018.58
255225,1,MQ4_CH4,0.191,ppm,18.97,55.54,1018.57
255225,1,MQ136_H2S,0.544,ppm,18.97,55.54,1018.57
255225,1,MQ8_H2,2.188,ppm,18.97,55.54,1018.57
255225,1,MQ135_CO2,401.334,ppm,18.97,55.54,1018.57
255220,1,BME_TEMP,18.970,C,18.97,55.54,1018.57
255220,1,BME_HUM,55.539,%,18.97,55.54,1018.57
255220,1,BME_PRESS,1018.573,hPa,18.97,55.54,1018.57
257563,1,MQ4_CH4,0.172,ppm,18.96,55.39,1018.55
257563,1,MQ136_H2S,0.527,ppm,18.96,55.39,1018.55
257563,1,MQ8_H2,1.971,ppm,18.96,55.39,1018.55
257563,1,MQ135_CO2,401.265,ppm,18.96,55.39,1018.55
257558,1,BME_TEMP,18.960,C,18.96,55.39,1018.55
257558,1,BME_HUM,55.395,%,18.96,55.39,1018.55
257558,1,BME_PRESS,1018.548,hPa,18.96,55.39,1018.55
